meetnet	meetfrequentie_doel	jaar	jaardoel	eenheid	cyclusdoel
Aardbeivlinder	3	2016	0	Locaties	NA
Aardbeivlinder	3	2017	4	Locaties	NA
Aardbeivlinder	3	2018	4	Locaties	NA
Aardbeivlinder	3	2019	4	Locaties	NA
Aardbeivlinder	3	2020	4	Locaties	NA
Aardbeivlinder	3	2021	4	Locaties	NA
Aardbeivlinder	3	2022	4	Locaties	NA
Aardbeivlinder	3	2023	4	Locaties	NA
Aardbeivlinder	3	2024	4	Locaties	NA
Algemene Broedvogelmonitoring (ABV)	3	2018	160	Locaties	NA
Algemene Broedvogelmonitoring (ABV)	3	2019	160	Locaties	NA
Algemene Broedvogelmonitoring (ABV)	3	2020	160	Locaties	NA
Algemene Broedvogelmonitoring (ABV)	3	2021	140	Locaties	NA
Algemene Broedvogelmonitoring (ABV)	3	2022	140	Locaties	NA
Algemene Broedvogelmonitoring (ABV)	3	2023	140	Locaties	NA
Algemene Broedvogelmonitoring (ABV)	3	2024	160	Locaties	NA
Argusvlinder	6	2016	10	Locaties	30
Argusvlinder	6	2017	6	Nieuwe locaties	30
Argusvlinder	6	2018	6	Nieuwe locaties	30
Argusvlinder	6	2019	6	Nieuwe locaties	30
Argusvlinder	6	2020	6	Nieuwe locaties	30
Argusvlinder	6	2021	6	Nieuwe locaties	30
Argusvlinder	6	2022	6	Nieuwe locaties	30
Argusvlinder	6	2023	6	Nieuwe locaties	30
Argusvlinder	6	2024	6	Nieuwe locaties	30
Beekrombout	3	2018	5	Locaties	NA
Beekrombout	3	2019	2	Locaties	NA
Beekrombout	3	2020	4	Locaties	NA
Beekrombout	3	2021	1	Locaties	NA
Beekrombout	3	2022	1	Locaties	NA
Beekrombout	2	2023	1	Locaties	NA
Beekrombout	2	2024	3	Locaties	NA
Boomkikker	3	2016	20	Locaties	60
Boomkikker	3	2017	12	Nieuwe locaties	60
Boomkikker	3	2018	12	Nieuwe locaties	60
Boomkikker	3	2019	12	Nieuwe locaties	60
Boomkikker	3	2020	12	Nieuwe locaties	60
Boomkikker	3	2021	12	Nieuwe locaties	60
Boomkikker	3	2022	12	Nieuwe locaties	60
Boomkikker	3	2023	12	Nieuwe locaties	60
Boomkikker	3	2024	12	Nieuwe locaties	60
Bosbeekjuffer	2	2018	6	Nieuwe locaties	30
Bosbeekjuffer	3	2019	6	Nieuwe locaties	30
Bosbeekjuffer	3	2020	6	Nieuwe locaties	30
Bosbeekjuffer	3	2021	6	Nieuwe locaties	30
Bosbeekjuffer	3	2022	6	Nieuwe locaties	30
Bosbeekjuffer	3	2023	6	Nieuwe locaties	30
Bosbeekjuffer	3	2024	6	Nieuwe locaties	30
Bruin dikkopje	6	2016	0	Locaties	NA
Bruin dikkopje	6	2017	3	Locaties	NA
Bruin dikkopje	6	2018	3	Locaties	NA
Bruin dikkopje	6	2019	4	Locaties	NA
Bruin dikkopje	6	2020	4	Locaties	NA
Bruin dikkopje	6	2021	4	Locaties	NA
Bruin dikkopje	6	2022	4	Locaties	NA
Bruin dikkopje	6	2023	4	Locaties	NA
Bruin dikkopje	6	2024	4	Locaties	NA
Bruine eikenpage	3	2018	7	Locaties	NA
Bruine eikenpage	3	2019	13	Locaties	NA
Bruine eikenpage	3	2020	12	Locaties	NA
Bruine eikenpage	3	2021	12	Locaties	NA
Bruine eikenpage	3	2022	12	Locaties	NA
Bruine eikenpage	3	2023	11	Locaties	NA
Bruine eikenpage	3	2024	11	Locaties	NA
Gentiaanblauwtje	1	2016	7	Locaties	NA
Gentiaanblauwtje	1	2017	7	Locaties	NA
Gentiaanblauwtje	1	2018	7	Locaties	NA
Gentiaanblauwtje	1	2019	13	Plots	NA
Gentiaanblauwtje	1	2020	13	Plots	NA
Gentiaanblauwtje	1	2021	13	Plots	NA
Gentiaanblauwtje	1	2022	13	Plots	NA
Gentiaanblauwtje	1	2023	13	Plots	NA
Gentiaanblauwtje	1	2024	13	Plots	NA
Gerande oeverspin	1	2017	10	Bezoeken	NA
Gerande oeverspin	1	2018	10	Bezoeken	NA
Gerande oeverspin	1	2019	10	Bezoeken	NA
Gerande oeverspin	1	2020	10	Bezoeken	NA
Gerande oeverspin	1	2021	10	Nieuwe locaties	NA
Gerande oeverspin	1	2022	10	Nieuwe locaties	NA
Gerande oeverspin	1	2023	10	Nieuwe locaties	NA
Gerande oeverspin	1	2024	1	Locaties	NA
Gevlekte witsnuitlibel	2	2016	15	Locaties	NA
Gevlekte witsnuitlibel	2	2017	20	Locaties	NA
Gevlekte witsnuitlibel	2	2018	20	Locaties	NA
Gevlekte witsnuitlibel	2	2019	20	Locaties	NA
Gevlekte witsnuitlibel	2	2020	20	Locaties	NA
Gevlekte witsnuitlibel	2	2021	20	Locaties	NA
Gevlekte witsnuitlibel	2	2022	20	Locaties	NA
Gevlekte witsnuitlibel	2	2023	20	Locaties	NA
Gevlekte witsnuitlibel	2	2024	20	Locaties	NA
Gewone Grootoorvleermuis	1	2021	3	Locaties	NA
Gewone Grootoorvleermuis	1	2022	3	Locaties	NA
Gewone Grootoorvleermuis	1	2023	3	Locaties	NA
Gewone Grootoorvleermuis	1	2024	3	Locaties	NA
Gladde slang	1	2021	10	Locaties	NA
Gladde slang	1	2022	10	Locaties	NA
Gladde slang	1	2023	NA	Locaties	NA
Gladde slang	1	2024	NA	Locaties	NA
Grijze Grootoorvleermuis	1	2021	3	Locaties	NA
Grijze Grootoorvleermuis	1	2022	3	Locaties	NA
Grijze Grootoorvleermuis	1	2023	3	Locaties	NA
Grijze Grootoorvleermuis	1	2024	3	Locaties	NA
Grote weerschijnvlinder	3	2016	0	Locaties	NA
Grote weerschijnvlinder	3	2017	0	Locaties	NA
Grote weerschijnvlinder	3	2018	5	Locaties	NA
Grote weerschijnvlinder	3	2019	9	Locaties	NA
Grote weerschijnvlinder	3	2020	10	Locaties	NA
Grote weerschijnvlinder	3	2021	10	Locaties	NA
Grote weerschijnvlinder	3	2022	15	Locaties	NA
Grote weerschijnvlinder	3	2023	15	Locaties	NA
Grote weerschijnvlinder	3	2024	15	Locaties	NA
Hamster	1	2020	50	Hectare	NA
Hamster	1	2021	50	Hectare	NA
Hamster	1	2022	349	Hectare	NA
Hamster	1	2023	35	Hectare	NA
Hamster	1	2024	35	Hectare	NA
Hazelmuis	2	2016	16	Locaties	NA
Hazelmuis	2	2017	16	Locaties	NA
Hazelmuis	2	2018	16	Locaties	NA
Hazelmuis	2	2019	16	Locaties	NA
Hazelmuis	2	2020	4	Locaties	NA
Hazelmuis	2	2021	3	Locaties	NA
Hazelmuis	2	2022	3	Locaties	NA
Hazelmuis	2	2023	3	Locaties	NA
Hazelmuis	2	2024	3	Locaties	NA
Hazelmuis - Nestbuizen	2	2020	4	Locaties	NA
Hazelmuis - Nestbuizen	2	2021	17	Locaties	NA
Hazelmuis - Nestbuizen	2	2022	17	Locaties	NA
Hazelmuis - Nestbuizen	2	2023	17	Locaties	NA
Hazelmuis - Nestbuizen	2	2024	17	Locaties	NA
Heikikker	1	2021	12	Locaties	60
Heikikker	3	2022	12	Nieuwe locaties	60
Heikikker	3	2023	12	Nieuwe locaties	60
Heikikker	3	2024	12	Nieuwe locaties	60
Heivlinder	3	2016	10	Locaties	30
Heivlinder	3	2017	6	Nieuwe locaties	30
Heivlinder	3	2018	6	Nieuwe locaties	30
Heivlinder	3	2019	6	Nieuwe locaties	30
Heivlinder	3	2020	6	Nieuwe locaties	30
Heivlinder	3	2021	6	Nieuwe locaties	30
Heivlinder	3	2022	6	Nieuwe locaties	30
Heivlinder	3	2023	6	Nieuwe locaties	30
Heivlinder	3	2024	6	Nieuwe locaties	30
Hoogveenglanslibel	2	2018	6	Locaties	NA
Hoogveenglanslibel	2	2019	7	Locaties	NA
Hoogveenglanslibel	2	2020	7	Locaties	NA
Hoogveenglanslibel	2	2021	0	Locaties	NA
Hoogveenglanslibel	2	2022	0	Locaties	NA
Ingekorven Vleermuis	1	2021	0	Locaties	NA
Ingekorven Vleermuis	1	2022	9	Locaties	NA
Ingekorven Vleermuis	1	2023	9	Locaties	NA
Ingekorven Vleermuis	1	2024	9	Locaties	NA
Kamsalamander	3	2017	12	Nieuwe locaties	60
Kamsalamander	3	2018	12	Nieuwe locaties	60
Kamsalamander	3	2019	12	Nieuwe locaties	60
Kamsalamander	3	2020	12	Nieuwe locaties	60
Kamsalamander	3	2021	12	Nieuwe locaties	60
Kamsalamander	3	2022	12	Nieuwe locaties	60
Kamsalamander	3	2023	12	Nieuwe locaties	60
Kamsalamander	3	2024	12	Nieuwe locaties	60
Kempense heidelibel	2	2016	6	Locaties	NA
Kempense heidelibel	2	2017	5	Locaties	NA
Kempense heidelibel	2	2018	5	Locaties	NA
Kempense heidelibel	2	2019	5	Locaties	NA
Kempense heidelibel	2	2020	3	Locaties	NA
Kempense heidelibel	2	2021	3	Locaties	NA
Kempense heidelibel	2	2022	3	Locaties	NA
Kempense heidelibel	2	2023	3	Locaties	NA
Kempense heidelibel	2	2024	3	Locaties	NA
Klaverblauwtje	6	2016	0	Locaties	NA
Klaverblauwtje	6	2017	1	Locaties	NA
Klaverblauwtje	6	2018	1	Locaties	NA
Klaverblauwtje	6	2019	1	Locaties	NA
Klaverblauwtje	6	2020	1	Locaties	NA
Klaverblauwtje	6	2021	1	Locaties	NA
Klaverblauwtje	6	2022	4	Locaties	NA
Klaverblauwtje	6	2023	4	Locaties	NA
Klaverblauwtje	6	2024	4	Locaties	NA
Knoflookpad	3	2017	4	Locaties	NA
Knoflookpad	3	2018	3	Locaties	NA
Knoflookpad	3	2019	4	Locaties	NA
Knoflookpad	3	2020	4	Locaties	NA
Knoflookpad	3	2021	4	Locaties	NA
Knoflookpad	3	2022	4	Locaties	NA
Knoflookpad	3	2023	4	Locaties	NA
Knoflookpad	3	2024	4	Locaties	NA
Kommavlinder	3	2016	10	Locaties	NA
Kommavlinder	3	2017	10	Locaties	NA
Kommavlinder	3	2018	10	Locaties	NA
Kommavlinder	3	2019	10	Locaties	NA
Kommavlinder	3	2020	10	Locaties	NA
Kommavlinder	3	2021	10	Locaties	NA
Kommavlinder	3	2022	10	Locaties	NA
Kommavlinder	3	2023	11	Locaties	NA
Kommavlinder	3	2024	11	Locaties	NA
Laatvlieger	1	2021	10	Locaties	NA
Laatvlieger	1	2022	10	Locaties	NA
Laatvlieger	1	2023	10	Locaties	NA
Laatvlieger	1	2024	10	Locaties	NA
Lentevuurspin	1	2016	3	Locaties	NA
Lentevuurspin	1	2017	3	Locaties	NA
Lentevuurspin	1	2018	3	Locaties	NA
Lentevuurspin	1	2019	2	Locaties	NA
Lentevuurspin	1	2020	4	Locaties	NA
Lentevuurspin	1	2021	4	Locaties	NA
Lentevuurspin	1	2022	4	Locaties	NA
Lentevuurspin	1	2023	4	Locaties	NA
Lentevuurspin	1	2024	4	Locaties	NA
Maanwaterjuffer	2	2016	6	Locaties	NA
Maanwaterjuffer	2	2017	7	Locaties	NA
Maanwaterjuffer	2	2018	7	Locaties	NA
Maanwaterjuffer	2	2019	7	Locaties	NA
Maanwaterjuffer	2	2020	7	Locaties	NA
Maanwaterjuffer	2	2021	6	Locaties	NA
Maanwaterjuffer	2	2022	6	Locaties	NA
Maanwaterjuffer	2	2023	5	Locaties	NA
Maanwaterjuffer	2	2024	5	Locaties	NA
Moerasparelmoervlinder	3	2020	1	Locaties	NA
Moerasparelmoervlinder	3	2021	1	Locaties	NA
Moerasparelmoervlinder	3	2022	1	Locaties	NA
Moerasparelmoervlinder	3	2023	1	Locaties	NA
Moerasparelmoervlinder	3	2024	1	Locaties	NA
Oranje zandoogje	3	2016	0	Locaties	NA
Oranje zandoogje	3	2017	12	Nieuwe locaties	30
Oranje zandoogje	3	2018	6	Nieuwe locaties	30
Oranje zandoogje	3	2019	6	Nieuwe locaties	30
Oranje zandoogje	3	2020	6	Nieuwe locaties	30
Oranje zandoogje	3	2021	6	Nieuwe locaties	30
Oranje zandoogje	3	2022	6	Nieuwe locaties	30
Oranje zandoogje	3	2023	6	Nieuwe locaties	30
Oranje zandoogje	3	2024	6	Nieuwe locaties	30
Otter	1	2021	13	Locaties	NA
Otter	1	2022	13	Locaties	NA
Otter	1	2023	14	Locaties	NA
Otter	1	2024	NA	Locaties	NA
Poelkikker	1	2021	12	Locaties	60
Poelkikker	3	2022	12	Nieuwe locaties	60
Poelkikker	3	2023	12	Nieuwe locaties	60
Poelkikker	3	2024	6	Nieuwe locaties	30
Rivierrombout	6	2016	40	Bezoeken	NA
Rivierrombout	5	2017	10	Locaties	NA
Rivierrombout	5	2018	10	Locaties	NA
Rivierrombout	5	2019	10	Locaties	NA
Rivierrombout	5	2020	10	Locaties	NA
Rivierrombout	5	2021	10	Locaties	NA
Rivierrombout	5	2022	10	Locaties	NA
Rivierrombout	5	2023	10	Locaties	NA
Rivierrombout	5	2024	10	Locaties	NA
Roestbruine kniptor	1	2018	15	Locaties	NA
Roestbruine kniptor	1	2019	15	Bezoeken	NA
Roestbruine kniptor	1	2020	21	Locaties	NA
Roestbruine kniptor	1	2021	21	Locaties	83
Roestbruine kniptor	1	2022	21	Locaties	83
Roestbruine kniptor	1	2023	14	Locaties	83
Roestbruine kniptor	1	2024	6	Locaties	30
Rugstreeppad	1	2018	8	Locaties	47
Rugstreeppad	1	2019	9	Locaties	47
Rugstreeppad	1	2020	8	Locaties	47
Rugstreeppad	1	2021	8	Locaties	47
Rugstreeppad	1	2022	9	Locaties	47
Rugstreeppad	1	2023	9	Locaties	47
Rugstreeppad	1	2024	9	Locaties	47
Schavertje	1	2017	3	Locaties	NA
Schavertje	1	2020	3	Locaties	NA
Schavertje	1	2021	4	Locaties	NA
Schavertje	1	2022	4	Locaties	NA
Schavertje	1	2023	4	Locaties	NA
Schavertje	1	2024	4	Locaties	NA
Sierlijke witsnuitlibel	2	2020	2	Locaties	NA
Sierlijke witsnuitlibel	2	2021	2	Locaties	NA
Sierlijke witsnuitlibel	2	2022	2	Locaties	NA
Sierlijke witsnuitlibel	2	2023	1	Locaties	NA
Sierlijke witsnuitlibel	2	2024	1	Locaties	NA
Speerwaterjuffer	2	2017	6	Locaties	NA
Speerwaterjuffer	2	2018	5	Locaties	NA
Speerwaterjuffer	2	2019	6	Locaties	NA
Speerwaterjuffer	2	2020	6	Locaties	NA
Speerwaterjuffer	2	2021	6	Locaties	NA
Speerwaterjuffer	2	2022	6	Locaties	NA
Speerwaterjuffer	2	2023	5	Locaties	NA
Speerwaterjuffer	2	2024	5	Locaties	NA
Variabele waterjuffer	3	2017	6	Nieuwe locaties	30
Variabele waterjuffer	3	2018	6	Nieuwe locaties	30
Variabele waterjuffer	3	2019	6	Nieuwe locaties	30
Variabele waterjuffer	3	2020	6	Nieuwe locaties	30
Variabele waterjuffer	3	2021	6	Nieuwe locaties	30
Variabele waterjuffer	3	2022	6	Nieuwe locaties	30
Variabele waterjuffer	3	2023	6	Nieuwe locaties	30
Variabele waterjuffer	3	2024	6	Nieuwe locaties	30
Veldparelmoervlinder	3	2016	10	Locaties	NA
Veldparelmoervlinder	3	2017	10	Locaties	NA
Veldparelmoervlinder	3	2018	10	Locaties	NA
Veldparelmoervlinder	3	2019	10	Locaties	NA
Veldparelmoervlinder	3	2020	10	Locaties	NA
Veldparelmoervlinder	3	2021	10	Locaties	NA
Veldparelmoervlinder	3	2022	10	Locaties	NA
Veldparelmoervlinder	3	2023	10	Locaties	NA
Veldparelmoervlinder	3	2024	10	Locaties	NA
Vermiljoenkever	1	2021	10	Locaties	NA
Vermiljoenkever	1	2022	10	Locaties	NA
Vermiljoenkever	1	2023	NA	Locaties	NA
Vermiljoenkever	1	2024	10	Locaties	NA
Vleermuizen - Wintertellingen	1	2022	221	Locaties	NA
Vleermuizen - Wintertellingen	1	2023	221	Locaties	NA
Vleermuizen - Wintertellingen	1	2024	221	Locaties	NA
Vliegend hert	3	2017	20	Bezoeken	NA
Vliegend hert	3	2018	15	Bezoeken	NA
Vliegend hert	3	2019	15	Bezoeken	NA
Vliegend hert	5	2022	12	Locaties	NA
Vliegend hert	5	2023	10	Locaties	NA
Vliegend hert	1	2023	18	Locaties	NA
Vliegend hert	5	2024	10	Locaties	NA
Vliegend hert	1	2024	18	Locaties	NA
Vroedmeesterpad	1	2022	15	Locaties	NA
Vroedmeesterpad	1	2023	15	Locaties	NA
Vroedmeesterpad	1	2024	15	Locaties	NA
Vroege glazenmaker	3	2017	6	Nieuwe locaties	30
Vroege glazenmaker	3	2018	6	Nieuwe locaties	30
Vroege glazenmaker	3	2019	6	Nieuwe locaties	30
Vroege glazenmaker	3	2020	6	Nieuwe locaties	30
Vroege glazenmaker	3	2021	6	Nieuwe locaties	30
Vroege glazenmaker	3	2022	6	Nieuwe locaties	30
Vroege glazenmaker	3	2023	6	Nieuwe locaties	30
Vroege glazenmaker	3	2024	6	Nieuwe locaties	30
Vuursalamander	2	2016	20	Locaties	NA
Vuursalamander	2	2017	35	Locaties	NA
Vuursalamander	2	2018	34	Locaties	NA
Vuursalamander	2	2019	32	Locaties	NA
Vuursalamander	2	2020	32	Locaties	NA
Vuursalamander	2	2021	32	Locaties	NA
Vuursalamander	2	2022	32	Locaties	NA
Vuursalamander	2	2023	32	Locaties	NA
Vuursalamander	2	2024	32	Locaties	NA
Zadelsprinkhaan	1	2016	4	Locaties	NA
Zadelsprinkhaan	1	2017	4	Locaties	NA
Zadelsprinkhaan	1	2018	5	Locaties	NA
Zadelsprinkhaan	1	2019	5	Locaties	NA
Zadelsprinkhaan	1	2020	5	Locaties	NA
Zadelsprinkhaan	1	2021	5	Locaties	NA
Zadelsprinkhaan	1	2022	5	Locaties	NA
Zadelsprinkhaan	1	2023	5	Locaties	NA
Zadelsprinkhaan	1	2024	5	Locaties	NA
Zeggekorfslak	6	2020	15	Bezoeken	NA
Zeggekorfslak	1	2021	15	Bezoeken	NA
Zeggekorfslak	1	2022	19	Bezoeken	NA
Zeggekorfslak	1	2023	15	Locaties	NA
Zeggekorfslak	1	2024	15	Locaties	NA
